,TF,target,importance
1216,CD27,F2RL1,-0.974833136281127
1217,CAMP,F2RL1,0.6478658257377076
1218,LRRN3,F2RL1,-0.8659983141681418
1219,IL1R1,F2RL1,0.7342186719570559
1220,SLC11A1,F2RL1,0.9714156903150696
1221,F2RL1,F2RL1,1.0
1222,SERPING1,F2RL1,-0.8425945099554032
1223,TCF7,F2RL1,-0.9905450702322162
1224,HLA-DRB4,SERPING1,-0.06896664030977902
1225,HLA-DQA1,SERPING1,0.7110173106787087
1226,HLA-DQB1,SERPING1,0.4111839694229413
1227,IL1R2,SERPING1,-0.9406343662166329
1228,IL32,SERPING1,0.22218081354439626
1229,FCER1A,SERPING1,0.8380104956874213
1230,IL8,SERPING1,0.010477061374533737
1231,LTF,SERPING1,-0.767860016531246
1232,ARG1,SERPING1,-0.8845732789654414
1233,EGR1,SERPING1,-0.7878045547813928
1234,CHIT1,SERPING1,-0.7023056162493363
1235,CEACAM6,SERPING1,-0.7549727547415007
1236,PTGS2,SERPING1,-0.29802464888142804
1237,PTGDR2,SERPING1,0.7368392485259629
1238,IL3RA,SERPING1,0.16472406037137724
1239,FLT3,SERPING1,-0.7874213549319476
1240,CEACAM8,SERPING1,-0.7449525898238778
1241,IDO1,SERPING1,0.9844639836388356
1242,FN1,SERPING1,-0.3935250330771783
1243,FOS,SERPING1,-0.7386638251670888
1244,C3AR1,SERPING1,0.04972380461079741
1245,EGR2,SERPING1,-0.022417651702046255
1246,USP9Y,SERPING1,-0.5850919122066873
1247,C1QB,SERPING1,0.12885502432898058
1248,LCN2,SERPING1,-0.8329194987045385
1249,CXCL1,SERPING1,-0.4400345908319169
1250,CTSG,SERPING1,-0.8610508794277415
1251,SPACA3,SERPING1,-0.5535202615449827
1252,CD27,SERPING1,0.8412238039216959
1253,CAMP,SERPING1,-0.8085365033689159
1254,LRRN3,SERPING1,0.7395821741066179
1255,IL1R1,SERPING1,-0.8213036740684267
1256,SLC11A1,SERPING1,-0.8616772421351953
1257,F2RL1,SERPING1,-0.8425945099554032
1258,SERPING1,SERPING1,1.0
1259,TCF7,SERPING1,0.776346469950545
1260,HLA-DRB4,TCF7,-0.31572252603450424
1261,HLA-DQA1,TCF7,0.8820714782861175
1262,HLA-DQB1,TCF7,0.5663063977588911
1263,IL1R2,TCF7,-0.6290163838789807
1264,IL32,TCF7,-0.2770439026466567
1265,FCER1A,TCF7,0.5102992767020141
1266,IL8,TCF7,-0.3559820556305526
1267,LTF,TCF7,-0.5229257081293658
1268,ARG1,TCF7,-0.5960115173405898
1269,EGR1,TCF7,-0.7780696062310508
1270,CHIT1,TCF7,-0.5044482517887056
1271,CEACAM6,TCF7,-0.5291906464519557
1272,PTGS2,TCF7,-0.6324415169938571
1273,PTGDR2,TCF7,0.17979543440338974
1274,IL3RA,TCF7,-0.1343355087952647
1275,FLT3,TCF7,-0.5124366281754251
1276,CEACAM8,TCF7,-0.5262889111837633
1277,IDO1,TCF7,0.8528360268352002
1278,FN1,TCF7,-0.08018897317050631
1279,FOS,TCF7,-0.7623976814757095
1280,C3AR1,TCF7,0.032893802665505886
1281,EGR2,TCF7,-0.6426033099902227
1282,USP9Y,TCF7,-0.3871962166793559
1283,C1QB,TCF7,0.4881179405101903
1284,LCN2,TCF7,-0.6313181035757071
1285,CXCL1,TCF7,-0.7243369377167563
1286,CTSG,TCF7,-0.5956519400407025
1287,SPACA3,TCF7,-0.33540008267141264
1288,CD27,TCF7,0.9509484162427344
1289,CAMP,TCF7,-0.5404375210977364
1290,LRRN3,TCF7,0.8143345519646228
1291,IL1R1,TCF7,-0.6402947637040081
1292,SLC11A1,TCF7,-0.9488996647545817
1293,F2RL1,TCF7,-0.9905450702322162
1294,SERPING1,TCF7,0.776346469950545
1295,TCF7,TCF7,1.0
